srcIP,dstIP,protocol,sPort,dPort,activity
986,999,6,22,80,normal
643,106,17,22,80,normal
264,652,17,23,80,normal
755,530,17,53,79,normal
533,876,89,23,80,normal
622,606,6,80,68,normal
642,155,6,80,20,normal
180,832,1,68,53,normal
214,198,17,53,68,normal
973,198,17,20,80,normal
46,56,6,25,79,normal
635,303,6,80,20,normal
402,682,6,21,23,normal
506,917,1,80,20,normal
799,445,6,21,53,normal
535,800,6,53,25,normal
894,621,89,53,80,normal
401,825,17,53,53,normal
407,419,6,22,22,normal
718,750,89,20,80,normal
518,718,17,80,22,normal
682,537,6,53,23,normal
170,320,6,22,80,normal
441,505,17,79,53,normal
291,484,1,80,21,normal
643,615,17,23,80,normal
289,12,6,80,25,normal
469,420,17,23,20,normal
447,879,17,20,53,normal
641,653,6,25,25,normal
196,686,17,25,25,normal
170,184,17,20,20,normal
708,365,6,53,22,normal
163,590,6,22,22,normal
119,634,6,20,68,normal
89,114,1,23,53,normal
336,503,6,22,23,normal
675,690,6,21,20,normal
976,673,6,20,20,normal
197,815,17,80,25,normal
884,266,89,23,21,normal
50,396,6,53,53,normal
697,535,17,53,21,normal
150,763,17,53,80,normal
104,243,17,80,25,normal
604,155,6,53,53,normal
301,501,17,21,22,normal
848,871,17,25,25,normal
100,248,6,53,53,normal
256,99,17,53,80,normal
103,838,17,68,53,normal
752,437,17,22,23,normal
231,258,6,20,68,normal
221,690,1,21,53,normal
392,766,6,25,23,normal
621,38,89,23,22,normal
344,492,1,25,22,normal
852,911,17,79,21,normal
754,3,1,68,80,normal
438,555,17,20,53,normal
698,568,6,21,21,normal
118,606,17,23,80,normal
857,115,6,53,80,normal
708,560,17,23,21,normal
874,804,6,25,21,normal
499,151,17,68,21,normal
464,36,17,23,53,normal
777,604,6,80,21,normal
803,976,89,23,21,normal
458,100,17,80,68,normal
892,27,89,68,53,normal
936,694,6,23,53,normal
66,356,17,22,53,normal
243,660,17,22,25,normal
60,664,6,20,80,normal
147,709,17,25,22,normal
899,954,6,80,80,normal
859,568,6,20,23,normal
881,311,17,20,79,normal
567,473,17,20,68,normal
192,341,17,53,25,normal
116,353,6,80,25,normal
41,103,6,20,22,normal
602,352,1,80,53,normal
506,504,6,20,80,normal
970,905,17,20,53,normal
375,454,6,23,20,normal
104,578,1,80,22,normal
709,710,17,20,25,normal
686,14,17,22,79,normal
469,166,6,53,53,normal
83,460,6,80,53,normal
478,461,17,80,80,normal
619,128,1,21,53,normal
216,477,6,20,22,normal
373,301,17,80,23,normal
407,337,17,23,53,normal
784,87,1,80,53,normal
665,735,1,80,80,normal
297,129,17,22,80,normal
621,271,6,80,20,normal
63,984,1,53,23,normal
339,509,17,53,21,normal
376,469,17,53,23,normal
364,715,6,21,20,normal
780,812,6,23,23,normal
5,879,17,20,68,normal
974,983,17,68,53,normal
913,211,6,20,22,normal
596,644,6,23,80,normal
413,680,6,53,22,normal
453,569,17,23,53,normal
410,254,6,68,53,normal
804,250,17,80,80,normal
828,262,6,53,20,normal
587,738,6,22,21,normal
179,370,17,53,53,normal
867,353,17,25,80,normal
543,355,6,21,25,normal
121,703,17,23,80,normal
995,635,6,68,53,normal
708,201,6,25,25,normal
532,91,17,68,25,normal
978,26,17,20,21,normal
896,647,17,80,80,normal
517,700,1,22,80,normal
339,172,6,25,22,normal
919,602,1,20,21,normal
96,744,17,53,53,normal
462,733,1,53,22,normal
344,129,6,22,80,normal
226,347,89,79,79,normal
934,477,17,20,20,normal
119,926,17,80,20,normal
548,554,17,25,23,normal
427,524,6,22,21,normal
519,67,6,21,21,normal
433,868,17,23,20,normal
181,979,1,21,22,normal
912,431,1,80,80,normal
527,479,6,20,80,normal
479,775,17,80,68,normal
384,221,6,20,23,normal
345,493,6,68,53,normal
842,530,17,53,20,normal
41,387,17,22,22,normal
970,788,17,21,80,normal
455,766,17,21,53,normal
152,313,6,80,53,normal
180,481,6,20,25,normal
113,235,17,22,79,normal
406,410,17,53,22,normal
860,141,17,20,53,normal
422,571,6,80,25,normal
666,77,17,23,68,normal
793,666,17,22,68,normal
596,196,6,79,20,normal
112,857,1,23,68,normal
608,452,6,22,80,normal
659,94,17,22,80,normal
521,456,17,68,25,normal
46,778,17,25,22,normal
287,736,1,80,21,normal
993,475,17,53,25,normal
725,872,6,22,80,normal
237,210,17,22,20,normal
484,188,6,21,80,normal
977,561,17,80,68,normal
78,24,17,68,53,normal
972,947,1,20,53,normal
75,214,17,21,68,normal
689,876,17,53,25,normal
260,379,1,23,25,normal
194,593,1,53,80,normal
595,292,17,25,25,normal
647,817,17,80,80,normal
362,215,89,23,20,normal
979,78,17,53,80,normal
169,736,1,25,25,normal
447,132,17,20,53,normal
973,177,6,25,80,normal
307,704,17,20,23,normal
959,153,6,20,22,normal
124,256,6,79,23,normal
669,571,17,22,80,normal
954,276,17,20,22,normal
575,632,89,21,53,normal
39,11,6,79,79,normal
314,741,6,21,21,normal
93,196,17,20,53,normal
289,698,17,20,53,normal
584,198,6,80,53,normal
923,146,17,68,20,normal
498,444,1,22,80,normal
289,91,17,25,20,normal
284,103,1,23,23,normal
555,223,17,21,53,normal
422,310,6,21,20,normal
361,651,6,21,53,normal
298,954,6,22,80,normal
679,159,17,23,53,normal
244,741,17,53,25,normal
678,954,17,68,22,normal
183,728,17,53,22,normal
572,528,17,80,53,normal
103,805,1,25,80,normal
603,681,6,20,21,normal
681,260,17,21,53,normal
969,547,6,53,53,normal
441,90,17,80,21,normal
252,697,1,22,53,normal
433,522,17,80,80,normal
524,541,6,25,25,normal
759,171,17,80,20,normal
379,984,6,80,21,normal
724,304,17,25,53,normal
519,489,6,23,79,normal
287,138,89,80,20,normal
755,466,17,53,68,normal
699,360,17,20,53,normal
659,875,17,53,22,normal
21,355,6,25,21,normal
182,883,6,20,53,normal
75,743,17,80,53,normal
214,469,17,21,53,normal
906,730,6,53,80,normal
182,716,1,21,79,normal
386,199,6,20,53,normal
553,353,6,22,21,normal
190,953,6,25,80,normal
792,507,6,53,22,normal
760,67,17,53,53,normal
708,965,17,21,22,normal
476,120,17,80,20,normal
599,608,6,21,80,normal
180,623,1,53,53,normal
489,666,17,20,22,normal
517,111,1,20,53,normal
697,884,17,80,22,normal
260,765,6,53,25,normal
810,947,17,68,25,normal
924,383,6,80,53,normal
556,366,6,22,21,normal
717,74,1,53,80,normal
519,704,6,22,25,normal
603,654,17,80,53,normal
464,700,1,20,25,normal
385,713,17,53,53,normal
898,234,1,53,25,normal
613,980,6,53,23,normal
106,681,6,21,79,normal
503,183,17,22,79,normal
313,821,17,21,80,normal
347,629,6,80,21,normal
796,717,17,25,53,normal
304,548,17,80,23,normal
731,198,6,80,68,normal
29,240,17,79,22,normal
374,264,6,21,80,normal
473,646,6,80,25,normal
227,528,17,53,53,normal
898,510,6,53,80,normal
679,137,17,23,68,normal
927,918,6,53,79,normal
183,661,17,80,20,anomaly
768,181,17,53,23,normal
288,460,6,53,21,normal
396,516,17,25,80,normal
189,232,17,20,20,normal
57,942,17,79,21,normal
845,450,1,79,80,normal
724,385,6,23,68,normal
260,687,1,22,53,normal
557,981,17,68,53,normal
49,738,17,80,53,normal
587,687,6,80,80,normal
504,282,17,20,23,normal
408,721,17,68,80,normal
703,536,6,68,53,normal
949,966,6,22,80,normal
563,882,6,68,22,normal
878,779,17,79,23,normal
53,795,6,21,20,normal
182,883,6,23,22,normal
231,213,89,20,53,normal
570,466,6,22,21,normal
836,864,6,21,53,normal
880,220,1,25,25,normal
338,364,6,20,79,normal
65,70,6,80,25,normal
767,996,6,80,53,normal
877,771,17,53,53,normal
29,685,6,68,22,normal
63,392,17,21,68,normal
751,301,17,53,21,normal
118,876,17,21,53,normal
668,791,6,22,22,normal
241,558,6,80,80,normal
445,91,17,53,23,normal
195,59,89,20,79,normal
844,789,6,21,23,normal
830,768,6,25,22,normal
699,567,89,68,25,normal
523,566,17,80,25,normal
603,472,17,21,22,normal
898,458,17,21,25,normal
618,964,6,80,20,normal
269,25,6,80,23,normal
561,400,6,25,20,normal
960,703,17,79,22,normal
383,609,89,21,23,normal
695,607,17,21,80,normal
90,579,6,23,53,normal
813,330,17,22,23,normal
399,254,17,23,53,normal
832,815,6,22,25,normal
518,391,6,25,23,normal
481,5,17,25,68,normal
339,52,17,21,22,normal
605,131,1,23,80,normal
803,769,6,25,25,normal
422,839,6,22,22,normal
534,480,17,23,25,normal
468,693,89,20,79,normal
762,54,17,21,21,normal
850,401,6,22,53,normal
773,459,6,22,22,normal
984,551,6,20,68,normal
121,113,6,80,80,normal
253,270,6,23,53,normal
395,55,17,79,21,normal
369,454,17,53,80,normal
877,849,17,20,23,normal
763,254,6,20,80,normal
541,525,6,22,25,normal
949,330,17,80,53,normal
93,232,17,20,53,normal
676,551,17,53,25,normal
856,310,17,21,25,normal
556,328,6,53,53,normal
38,808,6,20,21,normal
626,697,17,25,21,normal
748,869,6,53,53,normal
232,566,17,22,22,normal
935,771,1,22,25,normal
451,671,17,80,20,normal
303,768,6,53,25,normal
177,116,6,23,23,normal
362,818,6,23,53,normal
120,925,1,53,23,normal
159,361,6,20,20,normal
459,540,6,21,80,normal
814,112,6,80,22,normal
6,878,6,79,79,normal
660,379,6,80,25,normal
142,177,6,53,25,normal
372,327,6,68,22,normal
300,600,17,23,80,normal
298,775,6,53,80,normal
213,463,17,80,21,normal
807,936,6,79,25,normal
336,464,17,25,80,normal
18,396,6,23,80,normal
647,385,6,25,80,normal
507,470,1,23,53,normal
473,536,17,22,21,normal
319,678,17,25,53,normal
375,499,6,53,79,normal
456,517,17,21,68,normal
468,231,6,21,21,normal
551,90,17,22,22,normal
216,275,6,22,22,normal
250,471,17,20,20,normal
489,865,17,53,22,normal
492,277,6,21,80,normal
524,333,6,25,80,normal
668,722,1,23,68,normal
59,574,6,53,80,normal
537,250,1,53,68,normal
934,218,1,80,80,normal
330,201,17,20,80,normal
751,98,6,25,23,normal
147,259,17,79,22,normal
193,701,17,80,80,normal
90,560,17,21,20,normal
366,120,1,80,23,normal
628,177,6,20,22,normal
391,306,6,53,53,normal
500,928,17,53,80,normal
726,201,17,20,20,normal
725,173,6,80,53,normal
931,928,89,68,22,normal
166,448,6,21,23,normal
128,292,6,53,53,normal
411,77,6,80,20,normal
964,64,6,80,68,normal
991,876,17,23,53,normal
342,260,6,53,80,normal
489,388,17,23,23,normal
780,102,17,22,20,normal
46,137,17,80,68,normal
989,764,17,20,80,normal
908,996,6,68,53,normal
16,397,17,53,53,normal
107,50,1,25,20,normal
89,486,17,21,23,normal
629,337,6,22,23,normal
316,595,17,80,20,normal
734,209,6,53,25,normal
632,226,6,25,25,normal
130,778,17,23,79,normal
526,844,6,22,23,normal
5,993,6,23,20,normal
544,658,6,21,23,normal
217,649,6,21,53,normal
928,981,1,80,80,normal
299,526,17,68,25,normal
190,537,1,22,80,normal
99,393,17,53,80,normal
931,823,6,21,21,normal
763,42,17,53,80,normal
546,604,6,22,80,normal
3,452,6,21,80,normal
120,436,6,21,80,normal
529,925,17,25,68,normal
866,305,6,21,25,normal
995,942,6,68,22,normal
472,549,6,80,25,normal
745,795,17,80,21,normal
152,813,17,21,20,normal
83,751,17,20,25,normal
334,206,17,79,53,normal
655,930,6,25,20,normal
641,807,6,53,53,normal
279,421,1,23,20,normal
989,861,17,53,25,normal
130,299,1,20,79,normal
361,534,17,53,68,normal
117,10,17,25,79,normal
243,289,6,22,80,normal
253,710,6,23,53,normal
566,752,17,68,53,normal
607,934,1,80,22,normal
383,176,17,23,22,normal
330,982,6,25,21,normal
565,95,6,22,22,normal
306,171,6,53,21,normal
532,492,17,21,21,normal
613,600,17,80,80,normal
660,918,6,79,79,normal
581,527,6,22,53,normal
674,319,17,80,80,normal
132,193,1,68,53,normal
566,893,1,53,21,normal
999,975,6,25,23,normal
592,56,6,21,25,normal
321,986,17,80,80,normal
219,272,17,80,25,normal
624,798,6,53,53,normal
171,524,6,21,80,normal
799,917,17,20,80,normal
914,351,17,25,21,normal
121,135,17,21,79,normal
353,829,6,23,80,normal
24,638,17,22,20,normal
463,242,6,53,80,normal
286,577,6,22,80,normal
379,805,17,20,68,normal
953,370,17,80,80,normal
730,320,6,21,25,normal
68,416,6,53,21,normal
713,104,6,80,25,normal
253,848,6,53,20,normal
348,307,17,22,23,normal
850,735,6,68,80,normal
473,735,17,53,53,normal
930,401,17,80,23,normal
288,817,6,23,20,normal
840,697,6,22,21,normal
647,584,17,53,80,normal
709,967,6,23,80,normal
942,1000,17,23,80,normal
430,637,17,22,23,normal
753,156,17,53,23,normal
448,250,17,21,22,normal
983,735,17,80,23,normal
441,533,17,80,79,normal
169,656,17,22,80,normal
542,476,17,20,53,normal
783,636,6,25,22,normal
983,886,17,53,25,normal
885,698,17,80,53,normal
542,78,6,22,79,normal
65,264,6,21,80,normal
180,621,17,80,22,normal
266,609,6,23,25,normal
827,970,6,21,21,normal
652,202,6,20,80,normal
822,565,1,20,23,normal
981,339,6,80,21,normal
139,727,6,20,23,normal
412,560,6,80,23,normal
663,265,1,22,79,normal
401,116,1,80,53,normal
193,654,6,53,22,normal
87,472,6,20,68,normal
933,709,17,22,23,normal
648,814,17,22,25,normal
105,639,17,25,20,normal
391,727,6,80,80,normal
2,117,17,53,80,normal
161,255,89,25,23,normal
15,659,6,22,80,normal
7,554,6,21,80,normal
682,416,6,21,20,normal
142,23,17,23,21,normal
726,598,1,53,23,normal
775,115,6,21,25,normal
96,245,17,79,20,normal
167,864,1,80,20,normal
238,536,1,53,20,normal
700,944,6,80,20,normal
431,429,17,25,25,normal
375,86,17,80,22,normal
46,318,6,53,20,normal
228,931,17,22,80,normal
258,477,17,22,80,normal
384,374,17,53,53,normal
596,279,6,80,53,normal
629,602,17,80,22,normal
898,233,89,53,22,normal
809,505,6,20,79,normal
202,341,17,80,80,normal
912,118,6,80,20,normal
132,593,6,21,80,normal
147,106,6,68,80,normal
142,154,6,53,80,normal
137,204,1,25,22,normal
394,368,89,21,23,normal
764,939,17,20,21,normal
665,112,17,21,21,normal
155,110,17,20,21,normal
626,649,17,68,68,normal
225,678,6,80,23,normal
252,515,6,80,53,normal
901,614,17,53,23,normal
14,286,17,80,80,normal
653,938,6,22,53,normal
996,896,1,25,21,normal
329,816,6,68,53,normal
447,71,17,20,21,normal
525,57,6,21,23,normal
384,414,6,25,21,normal
904,211,17,53,25,normal
402,106,6,23,22,normal
492,407,6,23,23,normal
942,714,17,21,20,normal
122,882,6,22,21,normal
927,5,17,22,22,normal
802,4,17,53,79,normal
533,532,17,20,22,normal
182,754,17,80,22,normal
744,925,6,53,80,normal
468,647,17,25,80,normal
585,812,17,22,80,normal
115,311,6,20,25,normal
647,447,17,25,80,normal
218,197,6,22,53,normal
176,816,17,20,79,normal
582,471,6,25,20,normal
600,567,17,25,22,normal
123,100,17,25,80,normal
171,330,6,80,53,normal
495,169,6,80,80,normal
595,757,17,80,25,normal
364,805,1,21,23,normal
995,717,1,22,53,normal
440,758,6,21,22,normal
787,555,6,20,23,normal
707,510,17,25,21,normal
116,218,6,22,20,normal
951,943,6,53,53,normal
336,534,17,21,53,normal
361,285,6,53,20,normal
210,228,6,25,80,normal
427,913,17,53,23,normal
928,407,6,22,53,normal
214,59,17,53,80,normal
773,678,6,53,23,normal
320,937,6,23,53,normal
115,554,1,25,25,normal
126,915,6,25,22,normal
552,163,17,25,21,normal
880,791,17,80,53,normal
800,476,6,53,21,normal
540,156,6,25,79,normal
248,65,17,22,22,normal
547,942,17,23,80,normal
163,990,6,80,53,normal
407,769,17,53,25,normal
684,308,89,80,79,normal
294,671,6,22,68,normal
241,924,1,53,53,normal
216,719,17,80,23,normal
770,280,6,80,80,normal
61,218,6,20,80,normal
825,563,17,80,53,normal
515,612,6,21,22,normal
371,727,6,20,21,normal
672,984,6,68,22,normal
13,449,1,53,68,normal
286,250,6,79,80,normal
856,720,17,22,23,normal
210,100,6,68,53,normal
478,279,6,80,23,normal
986,257,6,79,21,normal
722,146,6,79,53,normal
539,109,17,80,80,normal
843,3,6,53,25,normal
93,449,17,20,20,normal
394,983,17,79,20,normal
240,577,6,20,21,normal
359,476,17,53,22,normal
20,330,6,53,80,normal
199,709,17,21,53,normal
133,427,6,53,20,normal
694,107,6,25,25,normal
284,203,1,80,22,normal
532,579,17,53,20,normal
568,737,6,22,53,normal
889,935,17,80,80,normal
739,54,6,22,21,normal
722,951,6,80,79,normal
303,959,17,25,20,normal
645,947,6,53,23,normal
864,900,6,53,22,normal
804,557,6,20,80,normal
820,527,6,79,21,normal
698,121,17,80,80,normal
4,560,6,22,80,normal
161,805,6,25,20,normal
818,609,17,23,21,normal
144,280,89,80,20,normal
328,948,6,80,22,normal
901,199,17,23,53,normal
283,515,17,68,53,normal
553,62,6,80,23,normal
1,789,17,53,25,normal
771,48,17,20,22,normal
209,746,6,22,20,normal
815,333,6,21,23,normal
620,48,1,53,21,normal
91,360,6,20,79,normal
843,223,6,80,21,normal
946,962,6,53,53,normal
908,430,17,53,25,normal
475,642,17,80,80,normal
698,202,17,80,20,normal
121,655,6,53,21,normal
445,377,17,53,22,normal
309,106,6,80,53,normal
628,208,6,21,53,normal
6,748,1,53,22,normal
802,368,17,20,23,normal
801,770,17,22,53,normal
493,874,1,20,80,normal
387,141,6,23,53,normal
626,786,6,68,20,normal
263,866,6,53,22,normal
574,907,17,80,21,normal
359,242,17,80,79,normal
712,223,17,53,80,normal
872,124,1,68,22,normal
440,58,17,68,22,normal
421,11,6,80,79,normal
765,281,17,25,25,normal
310,182,89,80,80,normal
702,177,17,53,53,normal
675,660,6,23,25,normal
876,336,6,53,68,normal
468,553,17,20,80,normal
564,506,17,22,79,normal
25,738,17,25,25,normal
17,451,1,53,53,normal
764,140,17,20,53,normal
458,177,17,20,80,normal
427,254,6,68,25,normal
5,574,6,21,20,normal
746,178,6,53,79,normal
357,47,1,25,80,normal
639,323,1,25,80,normal
797,157,17,53,53,normal
196,918,17,20,23,normal
846,893,89,53,80,normal
317,32,17,23,20,normal
104,715,17,25,68,normal
6,40,6,80,53,normal
668,967,6,53,80,normal
576,470,6,22,25,normal
942,461,6,25,23,normal
842,748,17,22,20,normal
298,659,17,23,22,normal
220,139,6,21,22,normal
532,277,6,53,79,normal
10,910,17,80,22,normal
824,449,17,22,80,normal
802,504,6,25,53,normal
603,799,6,20,22,normal
693,762,17,80,25,normal
297,905,17,80,79,normal
318,368,17,53,22,normal
494,511,6,20,53,normal
963,600,17,25,23,normal
88,55,6,25,25,normal
114,125,1,53,22,normal
543,808,6,53,21,normal
423,661,17,53,20,anomaly
765,35,17,68,25,normal
914,790,17,20,68,normal
409,395,17,80,23,normal
372,219,6,53,20,normal
976,39,17,22,53,normal
273,415,17,68,25,normal
738,903,89,79,20,normal
915,448,17,68,21,normal
660,81,17,53,80,normal
837,59,6,53,53,normal
593,269,17,23,21,normal
455,163,6,68,20,normal
106,702,17,23,22,normal
538,359,17,23,53,normal
508,891,6,25,68,normal
695,173,17,53,21,normal
484,156,17,53,68,normal
73,159,89,80,53,normal
964,560,17,80,21,normal
685,578,1,80,21,normal
524,474,6,53,22,normal
114,278,6,53,25,normal
667,937,17,53,23,normal
910,239,17,21,53,normal
828,222,17,25,80,normal
737,375,17,53,21,normal
626,750,17,22,68,normal
403,196,17,22,53,normal
980,704,6,80,23,normal
271,852,17,53,53,normal
247,846,17,53,53,normal
732,625,6,25,25,normal
252,71,17,53,21,normal
783,935,17,22,23,normal
732,336,6,80,25,normal
203,111,6,53,53,normal
78,874,6,53,21,normal
690,392,17,25,53,normal
437,215,17,53,53,normal
392,899,89,22,20,normal
425,395,17,53,25,normal
638,265,1,53,25,normal
923,255,6,23,80,normal
699,894,17,22,53,normal
528,156,17,53,80,normal
805,914,17,20,22,normal
730,298,17,53,22,normal
653,703,17,20,53,normal
533,980,6,22,53,normal
760,268,17,80,53,normal
144,456,1,53,80,normal
591,225,17,68,53,normal
109,398,17,25,53,normal
701,710,6,53,21,normal
500,256,17,53,20,normal
499,909,17,20,20,normal
123,463,17,53,25,normal
278,674,17,68,23,normal
825,528,6,80,80,normal
954,394,6,22,25,normal
532,929,89,79,21,normal
824,983,17,79,22,normal
123,807,6,80,53,normal
906,249,6,53,21,normal
636,461,6,53,53,normal
775,287,17,21,25,normal
